ID LOCAL ;DESCRIÇÃO LOCAL;RAZÃO SOCIAL LOCAL;ATIVO LOCAL;CÓDIGO DO LOCAL NO UMOV.ME;PAÍS;ESTADO;CIDADE;BAIRRO;TIPO LOGRADOURO;LOGRADOURO;NÚMERO LOGRADOURO;COMPLEMENTO LOGRADOURO;CEP;DDI TELEFONE CELULAR;DDD TELEFONE CELULAR;NÚMERO TELEFONE CELULAR;DDI TELEFONE FIXO;DDD TELEFONE FIXO;NUMERO TELEFONE FIXO;E-MAIL;OBSERVAÇÃO;CNPJ;Inscrição estadual;Vendedor;AVISO;Loja Numero;Regiao;Segunda-Feira;Terça-Feira;Quarta-Feira;Quinta-Feira;Sexta-Feira;Sábado;TT;Rota;Montado;Lider;Telefone Lider;Promotor;Telefone Promotor;Mix
C003568;SUPERMERCADO MADEAN LTDA EPP (C003568);PADRAO;1;269926203;Brasil;SP;SUMARE;J PICERNO;RUA;7;;15;13173-270;55;;;55;;;nfemadean@hotmail.com;;;;;;;;;;;;;;;;;;;;;
C000101;TOP CUNHA SUPERMERCADO EIRELI (C000101);PADRAO;1;269926216;Brasil;SP;CUNHA;FALCAO;ALAMEDA;FRANCISCO DA CUNHA MENEZES;;7;12530-000;55;;;55;;;topcunhasupermercado@gmail.com;;;;;;;;;;;;;;;;;;;;;
C001202;NIPPO VALE PRODUTOS ORIENTAIS LTDA (C001202);VAREJO PEQUENO;1;269926217;Brasil;SP;JACAREÍ;JARDIM CALIFORNIA;ROD;GERALDO SCAVONE;;2300;12.305-490;55;;;55;;;rafael@nippovale.com;;;;;;;;;;;;;;;;;;;;;
C005152;WILIANS RUFINO MATIAS 26956431874 (C005152);OUTROS;1;269926218;Brasil;SP;JACAREI;CENTRO;VLA;JOAQUIM NARCISO RAMOS;;57;12.308-670;55;;;55;;;cgc@bighost.com.br;;;;;;;;;;;;;;;;;;;;;
C005231;JOAO E DAVI MERCEARIA E DISTRIBUIDORA DE ALIMENTOS EIRELI (C005231);REDE BOM DIA RJ;1;269926219;Brasil;RJ;Rio de Janeiro;PACIENCIA;ESTRADA;URUCANIA;;10;23580-140;55;;;55;;;mercadojoaoedavi@gmail.com;;;;;;;;;;;;;;;;;;;;;
C005291;GENERAL MIX COMERCIO E DISTRIBUICAO EIRELI (C005291);REDE GRAND MARCHE;1;269926220;Brasil;RJ;Cabo Frio;CENTRO;AVENIDA;TEIXEIRA E SOUZA;;55;28907-410;55;;;55;;;cpd1@supermercadoeconomico.com;;;;;;;;;;;;;;;;;;;;;
C005461;MARKETPLACE VELOSO LTDA (C005461);VAREJO PEQUENO;1;269926221;Brasil;SP;Ilhabela;VELOSO;AVENIDA;JOSE PACHECO DO NASCIMENTO;;1493;11630-000;55;;;55;;;atacarejoveloso@gmail.com;;;;;;;;;;;;;;;;;;;;;
C005497;MT CASTRO SUPERMERCADO LTDA (C005497);VAREJO PEQUENO;1;269926222;Brasil;SP;Sumaré;JARDIM MARIA ANTONIA (NOVA VENEZA);RUA;FREI DAMIAO DE BOZZANO;;221;13178-414;55;;;55;;;thgacm@hotmail.com;;;;;;;;;;;;;;;;;;;;;
C005521;UBA SUPERMERCADO LTDA (C005521);VAREJO PEQUENO;1;269926223;Brasil;SP;Ubatuba;BARRA DA LAGOA;RUA;TAUBATE;;802;11.689-012;55;;;55;;;uba.loja01@gmail.com;;;;;;;;;;;;;;;;;;;;;
C005585;LUCILENE DUTRA RIBEIRO  ME (C005585);PADRAO;1;269926224;Brasil;SP;SOROCABA;JARDIM NILTON TORRES;RUA;PEDRO JOSE BICUDO;;62;18105-502;55;;;55;;;super.mercadojr@hotmail.com;;;;;;;;;;;;;;;;;;;;;
C005723;ASSOCIACAO CASA DA OLIVEIRA ACAO SOCIAL (C005723);OUTROS;1;269926225;Brasil;SP;JACAREI;PARQUE ITAMARATI;RUA;CARLOS DE CAMPOS;;371;12.307-430;55;;;55;;;vasquescontabilidade@uol.com.br;;;;;;;;;;;;;;;;;;;;;
C005728;COMPANHIA BRASILEIRA DE DISTRIBUICAO (C005728);GPA  SP;1;269926226;Brasil;SP;Valinhos;JARDIM EUROPA;RUA;DOUTOR ADHEMAR DE BARROS;;50;13270-600;55;;;55;;;paralegal@grupopaodeacucar.com.br;;;;;;;;;;;;;;;;;;;;;
C005763;COMPANHIA BRASILEIRA DE DISTRIBUICAO (C005763);GPA  SP;1;269926227;Brasil;SP;Campinas;BARAO GERALDO;AVENIDA;ALBINO JOSE BARBOSA DE OLIVEIRA;;1340;13084-008;55;;;55;;;paralegal@grupopaodeacucar.com.br;;;;;;;;;;;;;;;;;;;;;
C001673;EMAL EMPRESA MALVAO DE ALIMENTOS LTDA (C001673);PADRAO;1;269926228;Brasil;RJ;PARATI;PATITIBA;RUA;DR DERLY ELLENA;;2;23970-000;55;;;55;;;xml@idealparaty.com.br;;;;;;;;;;;;;;;;;;;;;
C002190;ARROZAL COMERCIO DE ALIMENTOS LTDA (C002190);REDE AVERJ  RJ;1;269926229;Brasil;RJ;Piraí;ARROZAL;RUA;THEODORA B RIBEIRO;;8;27185-000;55;;;55;;;smarrozal@gmail.com;;;;;;;;;;;;;;;;;;;;;
C004967;NL FONTES DISTRIBUIDORA DE PRODUTOS ALIMENTICIOS LTDA (C004967);VAREJO PEQUENO;1;269926230;Brasil;RJ;Iguaba Grande;CIDADE NOVA;ESTRADA;ESTRADA DO ARRASTAO DAS PEDRAS;;650;28968-260;55;;;55;;;contato.nlfontes@hotmail.com;;;;;;;;;;;;;;;;;;;;;
C002358;TENDA ATACADO LTDA (C002358);TENDA;1;269926250;Brasil;SP;GUARULHOS;JARDIM PRESIDENTE DUTRA;RUA;BELA VISTA DO PARAISO;;1901;07.171-000;55;;;55;;;nfe@tendaatacado.com.br;;;;;;;;;;;;;;;;;;;;;Assai Atacado SP
C004992;COMPANHIA BRASILEIRA DE DISTRIBUICAO (C004992);GPA  SP;1;269926231;Brasil;SP;Santos;AREIA BRANCA;AVENIDA;N S FATIMA;;804;11085-202;55;;;55;;;paralegal@grupopaodeacucar.com.br;;;;;;;;;;;;;;;;;;;;;
C003680;PERICLES ALMEIDA DE OLIVEIRA TRANSPORTES EIRELI (C003680);PADRAO;1;269926262;Brasil;SP;JACAREI;BANDEIRA BRANCA;RUA;LUIZ GONZAGA ROSA DA SILVA;;605;12.323-370;55;;;55;;;transmota@uol.com.br;;;;;;;;;;;;;;;;;;;;;
C005011;COMPANHIA BRASILEIRA DE DISTRIBUICAO (C005011);GPA  SP;1;269926232;Brasil;SP;Santos;PONTA PRAIA;RUA;BASSIN N TRABULSI;;106;11030-540;55;;;55;;;paralegal@grupopaodeacucar.com.br;;;;;;;;;;;;;;;;;;;;;
C005038;COMPANHIA BRASILEIRA DE DISTRIBUICAO (C005038);GPA  SP;1;269926233;Brasil;SP;Guarujá;ENSEADA;AVENIDA;DOM PEDRO I;;195;11440-000;55;;;55;;;paralegal@grupopaodeacucar.com.br;;;;;;;;;;;;;;;;;;;;;
C005096;SENDAS DISTRIBUIDORA S/A (C005096);ASSAI  SP;1;269926234;Brasil;SP;OSASCO;VILA YARA;AVENIDA;DOS AUTONOMISTAS;;1400;06020-010;55;;;55;;;nfe@assai.com.br;;;;;;;;;;;;;;;;;;;;;
C005349;CAROLINE DOS SANTOS MINIMERCADO SOCIEDADE UNIPESSOAL LTDA (C005349);VAREJO PEQUENO;1;269926239;Brasil;SP;Campinas;JARDIM BARONESA;RUA;SERRA DOURADA;;610;13100-310;55;;;55;;;baronesasuper@gmail.com;;;;;;;;;;;;;;;;;;;;;
C005218;A. A. GONZAGA DOS SANTOS - COMESTIVEIS (C005218);REDE BOM DIA RJ;1;269926235;Brasil;RJ;Rio de Janeiro;SANTA CRUZ;ESTRADA;SANTA VERIDIANA;;s/n;23525-254;55;;;55;;;alfredoandrealfredogonzagadoss@gmail.com;;;;;;;;;;;;;;;;;;;;;
C005228;MINI MERCADO MOUZINHO LIDER LTDA (C005228);REDE BOM DIA RJ;1;269926236;Brasil;RJ;Rio de Janeiro;GUARATIBA;AVENIDA;BARAO DE COCAIS;;335;23031-040;55;;;55;;;mercadogrupomouzinho@gmail.com;;;;;;;;;;;;;;;;;;;;;
C005262;GONCALVES RODRIGUES TRANSPORTADORA EIRELI - ME (C005262);PADRAO;1;269926237;Brasil;SP;CAMPOS DO JORDAO;VILA ALBERTINA;RUA;JOSE PEREIRA DE MACEDO;;61;12460-000;55;;;55;;;MERCADOSUPIMPA@GMAIL.COM;;;;;;;;;;;;;;;;;;;;;
C005339;TAUSTE SUPERMERCADOS LTDA (C005339);REDE TAUSTE;1;269926238;Brasil;SP;São José dos Campos;JARDIM DAS COLINAS;AVENIDA;SAO JOAO;;2555;12242-000;55;;;55;;;izabel.godinho@tauste.com.br;;;;;;;;;;;;;;;;;;;;;Shibata
C004528;MERCADO IDEAL DE JACAREI LTDA (C004528);REDE POUP MARKET;1;269926240;Brasil;RJ;Mangaratiba;CONCEICAO DE JACAREI;RUA;VEREADOR ADALBERTO PEREIRA PINTO;;295;23885-000;55;;;55;;;redelider.jacarei02@hotmail.com;;;;;;;;;;;;;;;;;;;;;
C004554;MERCEARIA NOVA GERACAO VILAR NOVO LTDA (C004554);REDE POUP MARKET;1;269926241;Brasil;RJ;Belford Roxo;VILAR NOVO;AVENIDA;PARQUE DA VARZEA DO CARMO;;252;26116-085;55;;;55;;;supelrio@gmail.com;;;;;;;;;;;;;;;;;;;;;
C004564;MERCEARIA E SACOLAO MPE DE GUARATIBA LTDA (C004564);REDE POUP MARKET;1;269926242;Brasil;RJ;Rio de Janeiro;PEDRA DE GUARATIBA;RUA;SOLDADO PRIM CANES;;1;23025-420;55;;;55;;;mp.ltdaa@gmail.com;;;;;;;;;;;;;;;;;;;;;
C004605;MERCADO ADONAI DO LOTE 14 LTDA (C004605);REDE POUP MARKET;1;269926243;Brasil;RJ;Rio de Janeiro;SANTA CRUZ;RUA;CONCEICAO DE IPANEMA;;16;23575-080;55;;;55;;;mercadoadonailt14@gmail.com;;;;;;;;;;;;;;;;;;;;;
C004634;ROLDAO AUTO SERVICO COMERCIO DE ALIMENTOS S/A (C004634);ROLDAO;1;269926245;Brasil;SP;Franco da Rocha;JD LUCIANA;ESTRADA;MUNICIPAL DOS ABREUS;;S/N;07810-200;55;;;55;;;contabilidade_nfe@roldao.com.br;;;;;;;;;;;;;;;;;;;;;Roldão
C004619;MERCEARIA BAR TEMPO BOM LTDA (C004619);SUPER COMPRAS;1;269926244;Brasil;RJ;Seropédica;BOA ESPERANCA;RUA;MACAE;;S/N;23894-866;55;;;55;;;admfilialtempobom@gmail.com;;;;;;;;;;;;;;;;;;;;;
C004757;SUPRA ATACADO LTDA (C004757);PADRAO;1;269926246;Brasil;RJ;BARRA DO PIRAI;VILA HELENA;AV;VEREADOR CHEQUER ELIAS;;4000;27120-320;55;;;55;;;nfebp@grupoventurao.com.br;;;;;;;;;;;;;;;;;;;;;
C004854;EMPORIO DO SOL DE FOODSERVICE LTDA (C004854);DISTRIBUIDOR;1;269926247;Brasil;RJ;Rio de Janeiro;ANIL;ESTRADA;DO ENGENHO D'AGUA;;1330;22765-240;55;;;55;;;nf-e.fornecedores@emporiodosol.com;;;;;;;;;;;;;;;;;;;;;
C004886;SAO JOSE FUTSAL E ESPORTES OLIMPICOS (C004886);OUTROS;1;269926248;Brasil;SP;SAO JOSE DOS CAMPOS;JARDIM PAULISTA;RUA;TENENTE AECIO LEMES DE SOUZA;;291;12.216-240;55;;;55;;;monta_rocha@hotmail.com;;;;;;;;;;;;;;;;;;;;;
C004949;FAMILIA LILO COMERCIO DE ALIMENTOS LTDA (C004949);RESTAURANTE;1;269926249;Brasil;SP;São Paulo;PARQUE BOTURUSSU;AVENIDA;S MIGUEL;;4779;03871-100;55;;;55;;;chicorestaurante@uol.com.br;;;;;;;;;;;;;;;;;;;;;
C004094;M.J.DE MORAES FONTES CONSTRUCOES LTDA (C004094);SUBPRODUTO;1;269926252;Brasil;SP;JACAREI;JARDIM SANTO ANTONIO DA BOA VISTA;R;DAS ANGELICAS;;349;12315-500;55;;;55;;;mjconst@ig.com.br;;;;;;;;;;;;;;;;;;;;;
C006039;ROGERIO LIMA CARDOSO 61016950004 (C006039);SUBPRODUTO;1;269926253;Brasil;SP;Jacareí;CHACARAS CONDOMINIO RECANTO PASSAROS II;ESTRADA;RECANTO DOS PASSAROS;;1752;12333-420;55;;;55;;;ct.cachoeirinha@hotmail.com;;;;;;;;;;;;;;;;;;;;;
C003814;CAMAQUA COMERCIO DE CEREAIS LTDA (C003814);PADRAO;1;269926251;Brasil;SP;REGISTRO;JD ESPERANCA;AV;MATSU SAKURAGI;;420;11.900-000;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C006300;TANIA REGINA DA COSTA (C006300);SUBPRODUTO;1;269926255;Brasil;SP;JACAREI;RIO ABAIXO;ESTRADA;PARATEI DO MEIO;;986;12334420;55;;;55;;;tatiregina@gmail.com;;;;;;;;;;;;;;;;;;;;;
C006341;ARAUJO E ALMEIDA PRODUTOS ALIMENTICIOS LTDA (C006341);REDE LITORAL;1;269926256;Brasil;RJ;Campos dos Goytacazes;TRAVESSAO;R;ANTONIO LUIZ SILVEIRA;;459;28.175-000;55;;;55;;;redelitoral01@hotmail.com;;;;;;;;;;;;;;;;;;;;;
C006477;J B MADEIRA FRIOS (C006477);VAREJO PEQUENO;1;269926257;Brasil;SP;BANANAL;PARQUE LARANJEIRAS;R;ODORICO RODRIGUES;;72;12.850-000;55;;;55;;;jbmfrios@hotmail.com;;;;;;;;;;;;;;;;;;;;;
C006482;GILVAN SILVA DOS SANTOS (C006482);DISTRIBUIDOR;1;269926258;Brasil;PR;BANDEIRANTES;PARQUE INDUSTRIAL BELA VISTA;RUA;SEBASTIAO DIOGO NASCIMENTO;;61;86.360-000;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C006844;CICLO INDUSTRIA E COMERCIO SUPPLY CHAIN LTDA (C006844);DISTRIBUIDOR;1;269926259;Brasil;RJ;DUQUE DE CAXIAS;PARQUE DUQUE;AVENIDA;1;;122;25.085-378;55;;;55;;;supplychain@gruuplc.com.br;;;;;;;;;;;;;;;;;;;;;
C003283;NASSRI ABUD E CIA LTDA  EPP (C003283);PADRAO;1;269926260;Brasil;SP;SAO JOSE DOS CAMPOS;VILA GUAIANEZES;RUA;SERIMBURA;;15;12243-360;55;;;55;;;gerencia@albadah.com.br;;;;;;;;;;;;;;;;;;;;;
C003322;SUPERMERCADO MAKTUB DE POA LTDA (C003322);MAKTUB;1;269926261;Brasil;SP;POA;CENTRO;AV;NOVE DE JULHO;;328;08550-100;55;;;55;;;NFE2@SUPERMAKTUB.COM.BR;;;;;;;;;;;;;;;;;;;;;
C001462;ATACADAO FERNANDES LTDA ME (C001462);REDE GRAND MARCHE;1;269926263;Brasil;RJ;MAGE;PIABETA (INHOMIRIM);RUA;NOSSA SENHORA DA GUIA;;140;25931-686;55;;;55;;;contato@atacadaofernandes.com.br;;;;;;;;;;;;;;;;;;;;;
C005487;PADARIA AQUARIUS SJC LTDA (C005487);RESTAURANTE;1;269926264;Brasil;SP;São José dos Campos;PARQUE RESIDENCIAL AQUARIUS;RUA;DOUTOR TERTULIANO DELPHIM JUNIOR;;541;12246-001;55;;;55;;;adm@padariabellaaquarius.com.br;;;;;;;;;;;;;;;;;;;;;
C005495;BIOTEC INDUSTRIA E COMERCIO DE ALIMENTOS LTDA (C005495);COZINHA;1;269926265;Brasil;SP;São Paulo;JARDIM VILA FORMOSA;RUA;DOUTOR HORACIO DA COSTA;;3;03.471-090;55;;;55;;;compras@biotecalimentos.com.br;;;;;;;;;;;;;;;;;;;;;
C005510;R A G ATACAREJO LTDA (C005510);VAREJO PEQUENO;1;269926266;Brasil;RJ;Angra dos Reis;SERRA DAGUA (CUNHAMBEBE);RODOVIA;SATURNINO BRAGA;;S/N;23938-000;55;;;55;;;zungumaisbarato@gmail.com;;;;;;;;;;;;;;;;;;;;;
C005735;DOM RUBI REFEICOES COLETIVAS LTDA (C005735);COZINHA;1;269926267;Brasil;SP;São José dos Campos;PARQUE INDUSTRIAL;AVENIDA;FORTALEZA;;57;12235-560;55;;;55;;;financeiro@domrubi.com.br;;;;;;;;;;;;;;;;;;;;;
C005960;MERCADO EBENEZER CESARAO LTDA (C005960);VAREJO PEQUENO;1;269926268;Brasil;RJ;Rio de Janeiro;SANTA CRUZ;AVENIDA;MARGINAL;;782;23595-020;55;;;55;;;mercadoebenezercesarao@gmail.com;;;;;;;;;;;;;;;;;;;;;
C006216;MERCADO ESPIRITO SANTO GERMANO LTDA (C006216);VAREJO PEQUENO;1;269926269;Brasil;SP;Silveiras;CENTRO;R;PREFEITO JOSE DE ABREU FERRAZ;;560;12.690-000;55;;;55;;;gerencia@varejocontabil.com.br;;;;;;;;;;;;;;;;;;;;;
C002184;SUPERMERCADO NOBRE LTDA (C002184);PADRAO;1;269926276;Brasil;MG;ALFENAS;VILA BETANIA;RUA;DA SAUDADE;;245;37130-000;55;;;55;;;nobresupermercado@hotmail.com.br;;;;;;;;;;;;;;;;;;;;;
C006293;CENTRO DE DESENVOLVIMENTO E APERFEICOAMENTO DO DESPORTO (C006293);OUTROS;1;269926270;Brasil;SP;SAO JOSE DOS CAMPOS;VILA BETANIA;AV;TIVOLI;;128;12.245-230;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C006334;ANALDO MESSIAS DA SILVA ME (C006334);PADRAO;1;269926271;Brasil;RJ;BARRA MANSA;JARDIM AMERICA;RUA;FRANCISCO DE CASTRO;;148;27343-340;55;;;55;;;SINTEGRA IMPEDIDO;;;;;;;;;;;;;;;;;;;;;
C006356;MINIMERCADO LITORAL LTDA (C006356);REDE VALOR;1;269926272;Brasil;SP;Santos;GONZAGA;AVENIDA;ANA COSTA;;520;11.060-002;55;;;55;;;mardosul187@uol.com.br;;;;;;;;;;;;;;;;;;;;;
C006604;SENDAS DISTRIBUIDORA S/A (C006604);ASSAI RJ;1;269926273;Brasil;RJ;SÃO GONÇALO;RAUL VEIGA;RUA;RAUL VEIGA;;243;24.710-480;55;;;55;;;nfe@assai.com.br;;;;;;;;;;;;;;;;;;;;;Assaí Alcantara II - C006604
C003470;BRASILEIRINHO ALIMENTOS DELIVERY SAO JOSE DOS CAMPOS LTDA (C003470);RESTAURANTE;1;269926274;Brasil;SP;São José dos Campos;JARDIM SAO DIMAS;AVENIDA;ENGENHEIRO FRANCISCO JOSE LONGO;;576;12245-001;55;;;55;;;sjc.centro@brasileirinho.com.br;;;;;;;;;;;;;;;;;;;;;
C003566;MERCADINHO SANTOS & SANTOS CAMPINAS EIRELI (C003566);PADRAO;1;269926275;Brasil;SP;CAMPINAS;JARDIM YEDA;RUA;BEATA MADRE PLACIDA VIEL;;23;13060-627;55;;;55;;;mercadinhosantos_santos@gmail.com;;;;;;;;;;;;;;;;;;;;;
C002356;TENDA ATACADO SA (C002356);TENDA;1;269926277;Brasil;SP;JUNDIAI;VILA DAS HORTENCIAS;AVENIDA;PREFEITO LUIS LATORRE;;4860;13.209-430;55;;;55;;;nfe@tendaatacado.com.br;;;;;;;;;;;;;;;;;;;;;
C002362;TENDA ATACADO LTDA (C002362);TENDA;1;269926278;Brasil;SP;PRAIA GRANDE;QUIETUDE;RUA;SAVERIO FITTIPALDI;;150;11.718-180;55;;;55;;;nfe@tendaatacado.com.br;;;;;;;;;;;;;;;;;;;;;
C002577;NEOVIA NUTRICAO E SAUDE ANIMAL LTDA. (C002577);SUBPRODUTO;1;269926279;Brasil;SP;DESCALVADO;TAMANDUA;RUA;JOAO AUGUSTO CIRELLI;;274;13690-000;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
ISTRIBUICAO (C005007);GPA  SP;1;269926541;Brasil;SP;Praia Grande;CAICARA;AVENIDA;PRESIDENTE KENNEDY;;12935;11707-005;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;;
C005013;COMPANHIA BRASILEIRA DE DISTRIBUICAO (C005013);GPA  SP;1;269926542;Brasil;SP;Guarujá;BALNEARIO PRAIA DO PERNAMBUCO;ESTRADA;DO PERNAMBUCO;;500;11443-411;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C005048;SENDAS DISTRIBUIDORA S/A (C005048);ASSAI  SP;1;269926543;Brasil;SP;RIBEIRAO PRETO;PARQUE INDUSTRIAL LAGOINHA;AVENIDA;PRESIDENTE CASTELO BRANCO;;2395;14095-000;55;;;55;;;N/A;;;;;;;;;;;;;;;;;;;;;Assai Atacado SP
C012890;NEIDE A DE SOUSA PANIFICACAO  ME (C012890);PADRAO;1;269926544;Brasil;SP;TAUBATE;SAO GONCALO;EST;DO BARREIRO;;1647;12092-000;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C013069;FAGUNDES E REIS COMERCIO IMPORTACAO E EXPORTACAO DE ALIM LT (C013069);PADRAO;1;269926545;Brasil;RJ;NOVA IGUACU;PRATA;AV;JOSE MARIANO DOS PASSOS;;165;26015-030;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C014263;COMPANHIA BRASILEIRA DE DISTRIBUICAO (C014263);GPA  SP;1;269926548;Brasil;SP;Guarujá;VILA AUREA;AVENIDA;AUREA GONZALES DE CONDE;;258;11454-540;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C013665;COMERCIAL DE GENEROS ALIM 177 DE MONTE MOR LTDA (C013665);PAULISTA;1;269926547;Brasil;SP;INDAIATUBA;JARDIM MORADA DO SOL;RUA;ANTONIO ANGELINO ROSSI;;781;13348-293;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C013498;A.M.LINO & CIA LTDA (C013498);PADRAO;1;269926546;Brasil;SP;APARECIDA;CENTRO;RUA;BARAO DO RIO BRANCO;;105;12570-000;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C014350;V&J MINIMERCADO PORTO DA ROCA EIRELI (C014350);REDE GOMES;1;269926551;Brasil;RJ;SAQUAREMA;BACAXA;AV;SAQUAREMA;;4201;28990-000;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C014830;EMPORIO PIRITUBA LTDA  EPP (C014830);PADRAO;1;269926553;Brasil;SP;SAO PAULO;VILA PEREIRA BARRETO;AV;CABO ADAO PEREIRA;;648;02936-010;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C015060;SPBRASIL ALIMENTACAO E SERVICOS LTDA (C015060);PADRAO;1;269926554;Brasil;SP;ITAPEVI;;;ANTONIO VIEIRA NOIA;;112;06693-080;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C005450;S SUPERMERCADO COMERCIO DE ALIMENTOS LTDA (C005450);SUPER COMPRAS;1;269926688;Brasil;RJ;Itaguaí;;RUA;MARIO ANTONIO GODINHO;;762;23820-520;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C015889;COMERCIO DE ALIMENTOS LUCI EIRELI ME (C015889);PADRAO;1;269926555;Brasil;SP;JACAREI;CONJUNTO HABITACIONAL MARINHO;AVENIDA;HUMBERTO DE ALENCAR CASTELO BRANCO;;227;12321-150;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C005150;ASSOCIACAO AIN KARIM (C005150);OUTROS;1;269926556;Brasil;SP;JACAREI;CONJUNTO HABITACIONAL MARINHO;R;EDUARDO JOSE DINIZ;;131;12.321-160;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C005184;MONEI MERCADO LTDA (C005184);REDE BOM DIA RJ;1;269926557;Brasil;RJ;Rio de Janeiro;GUARATIBA;ESTRADA;DO PIAI;;1587;23028-051;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C005441;BONFLEX COMERCIO DE PRODUTOS ALIMENTICIOS LTDA (C005441);REDE FLEX ATACADO;1;269926559;Brasil;SP;Pedreira;VILA SAO JOSE;RUA;ARTHUR MOREIRA DE ALMEIDA;;384;13920-000;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C005456;BESKOW CIA LTDA (C005456);OUTROS;1;269926560;Brasil;RS;CERRO BRANCO;;RUA;GUILHERME BESKOW;;SN;96535-000;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C005197;COMPANHIA BRASILEIRA DE DISTRIBUICAO (C005197);GPA  SP;1;269926558;Brasil;SP;Guarujá;V STO ANTONIO;AVENIDA;ADHEMAR DE BARROS;;1882;11430-002;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C005462;COMERCIO DE ALIMENTOS E ADEGA DBF LTDA (C005462);VAREJO PEQUENO;1;269926561;Brasil;SP;São Paulo;;RUA;POVOA DE VARZIM;;119;05894-400;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C005483;EDUARDO HENRIQUE PEREIRA RESTAURANTE & PIZZARIA (C005483);RESTAURANTE;1;269926689;Brasil;SP;Jacareí;;AV;DAS NOTAS;;177;12.301-329;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C005466;RESTAURANTE E CHURRASCARIA BATISTELLO DE PINDAMONHANGABA EIRELI (C005466);RESTAURANTE;1;269926562;Brasil;SP;Pindamonhangaba;;RODOVIA;PRESIDENTE DUTRA;;875;12441-245;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C005528;PANECAMPOS COMERCIO DE ALIMENTOS E BEBIDAS LTDA (C005528);VAREJO PEQUENO;1;269926563;Brasil;SP;Campos do Jordão;;AVENIDA;TASSABURO YAMAGUCHI;;800;12460-000;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C005888;COMPANHIA BRASILEIRA DE DISTRIBUICAO (C005888);GPA  SP;1;269926566;Brasil;SP;Piracicaba;;RUA;VISCONDE DO RIO BRANCO;;583;13419-115;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C005705;MERCADO RG LTDA (C005705);SUPER COMPRAS;1;269926565;Brasil;RJ;Rio de Janeiro;;ESTRADA;DO RIO GRANDE;;4360;22723-002;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C006225;DGON MINI MERCADO LTDA (C006225);REDE MULTI MARKET;1;269926567;Brasil;RJ;São Gonçalo;;R;CAPITAO JUVENAL FIGUEIREDO;;21;24.740-081;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C006287;HS EXPRESS JARDIM ORIENTE LTDA (C006287);VAREJO PEQUENO;1;269926568;Brasil;SP;São José dos Campos;;R;ANDORRA;;500;12.235-050;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C006330;VILA SUPERMERCADOS CAMPINAS LTDA (C006330);REDE J. FELIX;1;269926570;Brasil;SP;Campinas;;R;JOAQUIM VILAC;;837;13.032-385;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C006322;ROSELY A DE CAMPOS SANTOS  ME (C006322);PADRAO;1;269926569;Brasil;SP;CUNHA;;RUA;FRANCISCO ALVES DE OLIVEIRA;;333;12530-000;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C004542;MERCADO BOAS COMPRAS DE CHAPERO EIRELI (C004542);REDE POUP MARKET;1;269926571;Brasil;RJ;Itaguaí;;AVENIDA;PASTOR ANTONIO ANTUNES ROCHA;;811;23812-285;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C004543;SONIA M.DA SILVA (C004543);REDE POUP MARKET;1;269926572;Brasil;RJ;Barra Mansa;;AV;CRISTIANO DOS REIS MEIRELES FILHO;;1402;27320-010;55;;;55;;;;;;;;;;;;;;;;;;;;;;;;
C004621;SDB COMERCIO DE ALIMENTOS LTDA (C004621);REDE GRUPO PEREIRA;1;269926573;Brasil;SP;Jundiaí;;AVENIDA;ANTONIO FREDERICO OZANAN;;4490;13215-010;55;;;55;;;nn;;;;;;;;;;;;;;;;;;;;;Shibata
